,Fighter Name,Nickname,Height,Weight,Reach,Stance,Win,Lose,Draw
3016,Jordan Radev,,"5' 7""",185 lbs.,--,Southpaw,23,5,0
3017,Charles Radtke,Chuck Buffalo,"5' 9""",170 lbs.,"72.0""",Orthodox,9,3,0
3018,Loik Radzhabov,The Tajik Tank,"5' 11""",155 lbs.,"69.0""",Orthodox,18,5,1
3019,Gilbert Rael,,"5' 8""",155 lbs.,--,,1,3,0
3020,Josh Rafferty,,"6' 0""",170 lbs.,--,Orthodox,9,8,0
3021,Amir Rahnavardi,,"6' 0""",205 lbs.,--,Orthodox,11,10,0
3022,Ricky Rainey,The Sniper,"6' 1""",170 lbs.,"77.0""",Switch,12,6,0
3023,Shavkat Rakhmonov,Nomad,"6' 1""",170 lbs.,"77.0""",Orthodox,18,0,0
3024,Sora Rakhmonova,,--,125 lbs.,--,,4,1,0
3025,Aleksandar Rakic,Rocket,"6' 4""",205 lbs.,"78.0""",Orthodox,14,4,0
3026,Jessica Rakoczy,The Ragin',"5' 7""",115 lbs.,--,Orthodox,1,5,0
3027,Thomas Ramirez,,"6' 1""",410 lbs.,--,Sideways,0,1,0
3028,Hector Ramirez,Sick Dog,"6' 0""",205 lbs.,--,Orthodox,10,6,1
3029,Matt Ramirez,The Machine,"5' 5""",125 lbs.,--,,2,3,0
3030,Steve Ramirez,,"5' 7""",125 lbs.,--,,5,2,0
3031,Amador Ramirez,,--,135 lbs.,--,,5,4,0
3032,Mitch Ramirez,,"5' 11""",155 lbs.,"71.0""",Orthodox,8,2,0
3033,Andrew Ramm,The,"6' 1""",160 lbs.,--,,4,4,0
3034,Ian Rammel,,"6' 0""",185 lbs.,--,,7,8,0
3035,Luis Ramos,Beicao,"5' 8""",170 lbs.,--,Orthodox,20,10,2
3036,Ricardo Ramos,,"5' 9""",145 lbs.,"72.0""",Orthodox,16,6,0
3037,Davi Ramos,Tasmanian Devil,"5' 6""",155 lbs.,"70.0""",Orthodox,10,4,0
3038,Vernon Ramos Ho,,"5' 6""",170 lbs.,--,Orthodox,3,1,0
3039,Kevin Randleman,The Monster,"5' 10""",205 lbs.,--,Orthodox,17,16,0
3040,Raou Raou,,"5' 8""",195 lbs.,--,Orthodox,0,1,0
3041,Mitch Raposo,,"5' 5""",125 lbs.,"64.0""",Switch,5,1,0
3042,Hussain Rasouli,,"5' 6""",135 lbs.,--,,2,3,0
3043,David Rasouri,,"5' 7""",155 lbs.,--,,2,3,0
3044,Ed Ratcliff,9mm,"5' 10""",155 lbs.,"71.0""",Orthodox,7,3,0
3045,Bec Rawlings,Rowdy,"5' 6""",125 lbs.,"64.0""",Orthodox,7,8,0
3046,Gideon Ray,,"5' 10""",185 lbs.,--,Southpaw,17,15,1
3047,Joe Ray,,--,170 lbs.,--,,13,0,0
3048,Stevie Ray,Braveheart,"5' 10""",155 lbs.,"70.0""",Southpaw,23,9,0
3049,Keenan Raymond,,--,165 lbs.,--,,3,3,0
3050,Iony Razafiarison,,"5' 3""",145 lbs.,--,,2,1,0
3051,Abdul Razak Alhassan,,"5' 10""",185 lbs.,"73.0""",Orthodox,12,6,0
3052,Antony Rea,Wild Thing,"6' 0""",205 lbs.,--,Orthodox,33,15,0
3053,Mateusz Rebecki,,"5' 7""",155 lbs.,"66.0""",Southpaw,19,1,0
3054,Rafael Rebello,Rafinha,"5' 5""",135 lbs.,"67.0""",Orthodox,9,4,0
3055,Greg Rebello,Ribz,"6' 0""",240 lbs.,"73.0""",Southpaw,24,8,0
3056,Paul Redmond,Redser,"5' 10""",145 lbs.,--,Orthodox,12,7,0
3057,Dennis Reed,,--,205 lbs.,--,Orthodox,45,62,1
3058,Karl Reed,No Worries,"6' 3""",205 lbs.,"78.0""",Orthodox,6,1,0
3059,Elise Reed,,"5' 3""",115 lbs.,"63.0""",Orthodox,7,4,0
3060,John Reedy,The Wild Child,"5' 8""",155 lbs.,--,,11,6,0
3061,Johnny Rees,The Hater Hurter,"6' 0""",170 lbs.,--,Orthodox,13,5,0
3062,James Reese,JP,"5' 9""",155 lbs.,--,,11,10,0
3063,Zach Reese,Savage,"6' 4""",185 lbs.,"77.0""",Switch,6,1,0
3064,Stephen Regman,,"5' 11""",185 lbs.,"76.0""",Orthodox,9,4,0
3065,Chad Reiner,The Grinder,"5' 11""",170 lbs.,--,Orthodox,33,18,0
3066,Jason Reinhardt,,"5' 6""",135 lbs.,--,Orthodox,20,3,0
3067,Wilson Reis,,"5' 4""",125 lbs.,"65.0""",Southpaw,23,10,0
3068,Ben Reiter,The Hunter,"6' 3""",185 lbs.,--,,17,2,1
3069,Goran Reljic,,"6' 3""",205 lbs.,"81.0""",Southpaw,15,8,0
3070,Leigh Remedios,Bulldog,"5' 7""",155 lbs.,--,Orthodox,18,10,2
3071,Paulo Renato Junior,,"6' 0""",205 lbs.,"73.0""",Orthodox,12,3,0
3072,Chance Rencountre,Black Eagle,"6' 2""",170 lbs.,"75.0""",Southpaw,14,4,0
3073,Montserrat Rendon,Monster,"5' 8""",135 lbs.,"68.0""",Orthodox,6,1,0
3074,Marion Reneau,The Belizean Bruiser,"5' 6""",135 lbs.,"68.0""",Orthodox,9,8,1
3075,Solomon Renfro,The Black Dragon,"5' 9""",170 lbs.,"72.0""",Switch,8,2,0
3076,John Renken,The Saint,"6' 0""",190 lbs.,--,Orthodox,18,28,4
3077,Herman Renting,,"6' 0""",215 lbs.,--,Switch,1,3,0
3078,Marco Polo Reyes,,"5' 11""",155 lbs.,"71.0""",Orthodox,8,7,0
3079,Dominick Reyes,The Devastator,"6' 4""",205 lbs.,"77.0""",Southpaw,12,4,0
3080,Alex Reyes,The Executioner,"5' 11""",155 lbs.,"73.0""",Orthodox,13,4,0
3081,Kyle Reyes,Boom,"5' 8""",145 lbs.,--,,15,7,0
3082,Victor Reyna,Kelevra,"5' 11""",170 lbs.,"74.0""",Southpaw,11,5,0
3083,Gaston Reyno,Tonga,"6' 0""",145 lbs.,--,,6,2,0
3084,Johnny Rhodes,,"6' 0""",210 lbs.,--,Orthodox,2,1,0
3085,Mike Rhodes,Biggie,"6' 1""",170 lbs.,"74.0""",Orthodox,10,5,0
3086,Lucrezia Ria,,"5' 6""",125 lbs.,--,Orthodox,8,2,0
3087,Amanda Ribas,,"5' 3""",125 lbs.,"66.0""",Orthodox,12,5,0
3088,Vitor Ribeiro,Shaolin,"5' 8""",154 lbs.,--,Orthodox,20,5,0
3089,Will Ribeiro,,"5' 8""",135 lbs.,--,Orthodox,10,2,0
3090,Claudio Ribeiro,,"6' 1""",185 lbs.,"77.0""",Orthodox,11,5,0
3091,Brendson Ribeiro,The Gorilla,"6' 3""",205 lbs.,"81.0""",Orthodox,15,6,0
3092,Esteban Ribovics,El Gringo,"5' 10""",155 lbs.,"69.0""",Orthodox,12,1,0
3093,Mike Ricci,The Martian,"6' 0""",155 lbs.,"76.0""",Southpaw,11,5,0
3094,Alex Ricci,,"5' 11""",155 lbs.,--,Orthodox,10,5,0
3095,Tabatha Ricci,Baby Shark,"5' 1""",115 lbs.,"61.0""",Orthodox,9,2,0
3096,Matt Ricehouse,,--,155 lbs.,--,,6,1,0
3097,John Richard,,--,205 lbs.,--,,3,5,1
3098,Rex Richards,,"6' 5""",265 lbs.,--,,7,2,0
3099,Mike Richman,The Marine,"5' 8""",135 lbs.,--,,18,7,0
3100,Dave Rickels,The Caveman,"5' 11""",155 lbs.,--,,18,4,0
3101,Haisam Rida,,--,--,--,,0,0,0
3102,Brad Riddell,Quake,"5' 7""",155 lbs.,"71.0""",Orthodox,10,4,0
3103,Matthew Riddle,Deep Waters,"6' 1""",170 lbs.,"76.0""",Southpaw,8,3,0
3104,Joe Riggs,Diesel,"6' 0""",185 lbs.,"70.0""",Southpaw,44,17,0
3105,Jeremiah Riggs,,"6' 0""",185 lbs.,--,,7,8,0
3106,Aaron Riley,,"5' 8""",155 lbs.,"69.0""",Southpaw,30,14,1
3107,Jason Riley,The Juggernaut,"6' 6""",245 lbs.,--,,10,7,0
3108,Moise Rimbon,Swamp,"5' 10""",205 lbs.,--,Orthodox,23,11,3
3109,Jordan Rinaldi,All Day,"5' 10""",145 lbs.,"72.0""",Orthodox,14,7,0
3110,Nick Ring,The Promise,"6' 0""",185 lbs.,"74.0""",Southpaw,14,4,0
3111,Robbie Ring,Razor,"5' 9""",145 lbs.,"68.0""",Orthodox,6,1,0
3112,Mike Rio,The Wolverine,"5' 10""",155 lbs.,"70.0""",Orthodox,10,5,0
3113,Albert Rios,,"5' 8""",145 lbs.,--,,13,6,0
3114,Rafael Rios,,--,150 lbs.,--,,4,2,0
3115,Maria Rios,,"5' 5""",125 lbs.,--,,2,3,0
3116,Shannon Ritch,The Cannon,"5' 9""",190 lbs.,--,Orthodox,56,83,0
3117,Diego Rivas,Pitbull,"5' 8""",145 lbs.,"69.0""",Orthodox,10,2,0
3118,Jorge Rivera,El Conquistador,"6' 1""",185 lbs.,"73.0""",Orthodox,20,9,0
3119,Dante Rivera,,"6' 1""",185 lbs.,--,Southpaw,16,7,0
3120,Mario Rivera,,"5' 10""",170 lbs.,--,,6,8,0
3121,Francisco Rivera,Cisco,"5' 8""",135 lbs.,"70.0""",Orthodox,11,7,0
3122,Jonathan Rivera,,--,155 lbs.,--,,4,2,0
3123,Jimmie Rivera,El Terror,"5' 4""",135 lbs.,"68.0""",Orthodox,23,5,0
3124,Irwin Rivera,The Beast,"5' 6""",135 lbs.,"67.0""",Southpaw,10,6,0
3125,Jerome Rivera,Renegade,"5' 10""",125 lbs.,"72.0""",Southpaw,10,6,0
3126,Nicdali Rivera-Calanoc,The Night Queen,"5' 3""",105 lbs.,--,,9,10,0
3127,Pedro Rizzo,The Rock,"6' 1""",241 lbs.,--,Orthodox,20,11,0
3128,Theo Rlayang,Jungle King,"5' 7""",145 lbs.,"65.0""",Orthodox,5,1,0
3129,Justin Robbins,,"5' 5""",135 lbs.,--,,14,18,1
3130,Kali Robbins,Pop Tart,"5' 3""",115 lbs.,"63.0""",Orthodox,6,3,0
3131,Karl Roberson,Baby K,"6' 1""",205 lbs.,"74.0""",Southpaw,9,6,0
3132,Andre Roberts,The Chief,"6' 2""",345 lbs.,--,Orthodox,14,2,1
3133,David Roberts,,"6' 1""",170 lbs.,--,Orthodox,5,8,0
3134,Joey Roberts,,"6' 2""",200 lbs.,--,,4,3,0
3135,Tyrone Roberts,Native Warrior,"5' 9""",185 lbs.,--,Orthodox,43,12,1
3136,Ryan Roberts,,"5' 6""",155 lbs.,--,Orthodox,21,12,1
3137,Taylor Roberts,,"5' 11""",170 lbs.,--,,3,12,0
3138,Daniel Roberts,Ninja,"5' 10""",170 lbs.,"74.0""",Southpaw,15,7,0
3139,Buddy Roberts,,"6' 2""",185 lbs.,--,Orthodox,12,3,0
3140,Danny Roberts,Hot Chocolate,"6' 1""",170 lbs.,"74.0""",Southpaw,18,8,0
3141,Roosevelt Roberts,The Predator,"6' 2""",155 lbs.,"73.0""",Orthodox,12,5,0
3142,Kenny Robertson,,"5' 10""",170 lbs.,"74.0""",Orthodox,15,5,0
3143,Gillian Robertson,The Savage,"5' 5""",115 lbs.,"63.0""",Orthodox,13,8,0
3144,Chad Robichaux,Robo,"5' 4""",135 lbs.,--,,13,2,0
3145,Mark Robinson,White Rhino,"6' 0""",265 lbs.,--,Orthodox,1,0,0
3146,Colin Robinson,Big C,"6' 4""",243 lbs.,--,Orthodox,10,12,0
3147,Alvin Robinson,,"5' 9""",155 lbs.,"68.0""",Southpaw,15,9,0
3148,Damonte Robinson,,"6' 0""",155 lbs.,"77.0""",,6,1,1
3149,Vagner Rocha,Ceara,"5' 10""",155 lbs.,"73.0""",Orthodox,14,4,0
3150,Carlos Eduardo Rocha,Ta Danado,"5' 10""",170 lbs.,"73.0""",Orthodox,9,4,0
3151,Pedro Rocha,,--,--,--,,1,0,0
3152,Lucas Rocha,Fenomeno,"5' 3""",125 lbs.,"64.0""",Orthodox,17,1,0
3153,Keith Rockel,Rock,"6' 0""",185 lbs.,--,Orthodox,12,4,1
3154,Luke Rockhold,,"6' 3""",185 lbs.,"77.0""",Southpaw,16,6,0
3155,Kevin Roddy,K-Rod,"5' 11""",145 lbs.,--,,15,16,1
3156,Gregory Rodrigues,Robocop,"6' 3""",185 lbs.,"75.0""",Orthodox,15,5,0
3157,Kleydson Rodrigues,KR,"5' 5""",135 lbs.,"67.0""",Orthodox,8,3,0
3158,Paul Rodriguez,,"5' 7""",155 lbs.,--,Orthodox,10,9,2
3159,Ricco Rodriguez,Suave,"6' 4""",265 lbs.,--,Orthodox,53,25,0
3160,Manuel Rodriguez,Chalate,"5' 9""",170 lbs.,--,Orthodox,11,5,0
3161,Yair Rodriguez,El Pantera,"5' 11""",145 lbs.,"71.0""",Orthodox,16,5,0
3162,Mike Rodriguez,Slo Mike,"6' 4""",205 lbs.,"82.0""",Southpaw,11,7,0
3163,Marina Rodriguez,,"5' 6""",115 lbs.,"65.0""",Orthodox,17,4,2
3164,Daniel Rodriguez,D-Rod,"6' 1""",170 lbs.,"74.0""",Southpaw,17,4,0
3165,Ray Rodriguez,The Judge,"5' 7""",135 lbs.,"70.0""",Orthodox,16,8,0
3166,Ronaldo Rodriguez,Lazy Boy,"5' 6""",125 lbs.,"65.0""",Orthodox,17,2,0
3167,Drako Rodriguez,,"5' 8""",135 lbs.,"69.0""",Orthodox,7,3,0
3168,Victor Rodriguez,Vicious,"5' 5""",125 lbs.,"67.0""",Switch,7,4,0
3169,Piera Rodriguez,La Fiera,"5' 3""",115 lbs.,"63.0""",Orthodox,9,1,0
3170,Christian Rodriguez,,"5' 7""",145 lbs.,"71.0""",Orthodox,11,1,0
3171,Pete Rodriguez,Dead Game,"5' 9""",170 lbs.,"71.0""",Switch,5,2,0
3172,Nick Roehrick,,"6' 2""",205 lbs.,--,Orthodox,7,1,0
3173,Marcos Rogerio de Lima,Pezao,"6' 1""",253 lbs.,"75.0""",Orthodox,22,10,1
3174,Brett Rogers,The Grim,"6' 5""",265 lbs.,"81.0""",Orthodox,17,10,0
3175,Brian Rogers,The Professional Predator,"5' 11""",185 lbs.,--,,14,9,0
3176,Pete Rogers Jr.,The Heat,"6' 0""",145 lbs.,--,,2,4,0
3177,Max Rohskopf,Rated R,"6' 1""",155 lbs.,"71.0""",Orthodox,5,1,0
3178,Marcelo Rojo,Pitbull,"5' 8""",145 lbs.,"71.0""",Orthodox,16,10,0
3179,Shane Roller,,"5' 10""",155 lbs.,"72.0""",Orthodox,11,7,0
3180,Jared Rollins,J-Roc,"5' 9""",170 lbs.,--,Orthodox,8,4,0
3181,Tim Roman,,"6' 1""",170 lbs.,--,,3,4,0
3182,Alexandr Romanov,King Kong,"6' 2""",262 lbs.,"75.0""",Southpaw,17,2,0
3183,Ricardo Romero,,"6' 0""",205 lbs.,"76.0""",Orthodox,11,3,0
3184,Yoel Romero,Soldier of God,"6' 0""",185 lbs.,"73.0""",Southpaw,13,5,0
3185,Anthony Romero,The Genius,"5' 11""",155 lbs.,"70.0""",Orthodox,8,0,0
3186,Kaleio Romero,KO,"5' 10""",145 lbs.,"69.0""",Switch,6,2,0
3187,Mara Romero Borella,,"5' 6""",125 lbs.,"69.0""",Orthodox,12,9,0
3188,Cortavious Romious,Are You Not Entertained?,"5' 4""",135 lbs.,"68.0""",Southpaw,7,2,0
3189,Juancamilo Ronderos,100,"5' 3""",125 lbs.,"64.0""",Southpaw,4,2,0
3190, Rongzhu,,"5' 9""",155 lbs.,"72.0""",Orthodox,25,5,0
3191,Jesse Ronson,The Body Snatcher,"5' 10""",155 lbs.,"70.0""",Southpaw,21,12,0
3192,George Roop,,"6' 1""",135 lbs.,"72.0""",Orthodox,15,13,1
3193,Joao Roque,,"5' 6""",155 lbs.,--,Orthodox,7,2,4
3194,Aaron Rosa,,"6' 4""",205 lbs.,"77.0""",Orthodox,18,6,0
3195,Charles Rosa,Boston Strong,"5' 9""",145 lbs.,"69.0""",Switch,14,8,0
3196,Karol Rosa,,"5' 5""",135 lbs.,"67.0""",Orthodox,17,6,0
3197,Jacob Rosales,The Lil Badger,"5' 11""",155 lbs.,"74.0""",Orthodox,13,7,0
3198,Raul Rosas Jr.,El Nino Problema,"5' 9""",135 lbs.,"67.0""",Switch,8,1,0
3199,Hilarie Rose,,"5' 3""",115 lbs.,"63.0""",Orthodox,4,2,0
3200,Jake Rosholt,,"6' 1""",185 lbs.,--,Orthodox,12,5,0
3201,Jared Rosholt,,"6' 2""",265 lbs.,"75.0""",Orthodox,14,4,0
3202,Kevin Rosier,,"6' 4""",275 lbs.,--,Orthodox,2,6,0
3203,Zach Rosol,,--,243 lbs.,--,,3,2,0
3204,Shannon Ross,The Turkish Delight,"5' 6""",125 lbs.,"66.0""",Switch,13,9,0
3205,Nick Rossborough,Leatherface,"6' 5""",205 lbs.,--,,26,19,1
3206,Kristian Rothaermel,,"6' 0""",205 lbs.,--,Open Stance,4,3,0
3207,Ben Rothwell,,"6' 4""",265 lbs.,"78.0""",Orthodox,39,14,0
3208,Rick Roufus,,"6' 0""",207 lbs.,--,Southpaw,4,6,0
3209,Khalil Rountree Jr.,,"6' 1""",205 lbs.,"76.0""",Southpaw,14,5,0
3210,Ronda Rousey,Rowdy,"5' 7""",135 lbs.,"66.0""",Orthodox,12,2,0
3211,Ray Routh,,"5' 8""",185 lbs.,--,Orthodox,2,1,0
3212,Roberta Rovel,Crusher,"5' 8""",145 lbs.,--,,4,1,0
3213,Phil Rowe,The Fresh Prince,"6' 3""",170 lbs.,"80.0""",Orthodox,10,4,0
3214,Cameron Rowston,Van Damme,--,185 lbs.,--,,8,2,0
3215,Kain Royer,,--,185 lbs.,--,,2,2,0
3216,Brad Royster,,--,135 lbs.,--,,1,2,0
3217,Brandon Royval,Raw Dawg,"5' 9""",125 lbs.,"68.0""",Southpaw,16,7,0
3218,Jairzinho Rozenstruik,Bigi Boy,"6' 2""",242 lbs.,"78.0""",Orthodox,14,5,0
3219,Mauricio Rua,Shogun,"6' 1""",205 lbs.,"76.0""",Orthodox,27,14,1
3220,Murilo Rua,Ninja,"5' 11""",185 lbs.,--,Orthodox,20,13,1
3221,Marco Ruas,King of the Streets,"6' 1""",210 lbs.,--,Orthodox,9,4,2
3222,Rodrigo Ruas,,"5' 10""",185 lbs.,--,Orthodox,4,5,1
3223,Rodolfo Rubio Perez,Fito,"5' 5""",145 lbs.,--,Orthodox,10,16,1
3224,Gabe Ruediger,Godzilla,"5' 10""",155 lbs.,--,Orthodox,18,8,0
3225,Mauricio Ruffy,,"5' 11""",155 lbs.,"75.0""",Orthodox,10,1,0
3226,Eddie Ruiz,,"5' 7""",155 lbs.,--,Orthodox,1,1,0
3227,Anthony Ruiz,El Toro,"6' 2""",205 lbs.,--,Orthodox,33,22,0
3228,Paul Ruiz,,"5' 6""",135 lbs.,--,,7,4,0
3229,Montserrat Conejo Ruiz,,"5' 0""",115 lbs.,"61.0""",Southpaw,10,4,0
3230,Mike Russow,,"6' 1""",255 lbs.,"73.0""",Orthodox,15,3,0
3231,Bas Rutten,El Guapo,"6' 1""",205 lbs.,--,Orthodox,28,4,1
3232,Nursulton Ruziboev,Black,"6' 5""",170 lbs.,"76.0""",Orthodox,34,8,2
3233,Casey Ryan,,--,185 lbs.,--,,7,3,0
3234,Yusup Saadulaev,Maestro,"5' 6""",135 lbs.,--,,16,4,1
3235,Cameron Saaiman,MSP,"5' 8""",135 lbs.,"67.0""",Southpaw,9,2,0
3236,Pete Sabala,,--,135 lbs.,--,,3,15,0
3237,Danny Sabatello,Italian Gangster,"5' 10""",135 lbs.,"71.0""",Orthodox,9,1,0
3238,Pat Sabatini,,"5' 8""",145 lbs.,"70.0""",Orthodox,18,5,0
3239,Amir Sadollah,,"5' 10""",170 lbs.,"75.0""",Orthodox,6,5,0
3240,Nazim Sadykhov,Black Wolf,"5' 10""",155 lbs.,"69.0""",Southpaw,9,1,1
3241,Frankie Saenz,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,7,0
3242,Saparbeg Safarov,,"6' 1""",185 lbs.,"78.0""",Orthodox,9,3,0
3243,Tarec Saffiedine,Sponge,"5' 10""",170 lbs.,"70.0""",Switch,16,7,0
3244,Jason Saggo,,"5' 11""",155 lbs.,"71.0""",Orthodox,12,4,0
3245,Kiru Singh Sahota,,--,125 lbs.,--,,10,2,0
3246,Tatsuya Saika,Yanbo,--,155 lbs.,--,,11,4,0
3247,Benoit Saint Denis,God of War,"5' 11""",155 lbs.,"73.0""",Southpaw,13,2,0
3248,Ovince Saint Preux,,"6' 3""",205 lbs.,"80.0""",Southpaw,27,17,0
3249,Lukasz Sajewski,Wookie,"5' 8""",155 lbs.,"71.0""",Orthodox,13,3,0
3250,Yukio Sakaguchi,,"5' 9""",185 lbs.,--,Orthodox,6,7,0
3251,Augusto Sakai,,"6' 3""",265 lbs.,"77.0""",Orthodox,16,5,1
3252,Alessio Sakara,Legionarius,"6' 0""",185 lbs.,"72.0""",Orthodox,19,11,0
3253,Wataru Sakata,,"5' 9""",195 lbs.,--,Southpaw,11,14,0
3254,Gokhan Saki,The Rebel,"6' 0""",205 lbs.,"73.0""",Orthodox,1,2,0
3255,Kazushi Sakuraba,The Gracie Hunter,"6' 0""",185 lbs.,--,Southpaw,26,17,1
3256,Hayato Sakurai,Mach,"5' 7""",168 lbs.,--,Orthodox,38,13,2
3257,Ryuta Sakurai,,"5' 7""",183 lbs.,--,Orthodox,24,24,6
3258,Justin Salas,J-Bomb,"5' 8""",155 lbs.,"70.0""",Southpaw,12,7,0
3259,Ivan Salaverry,,"6' 0""",185 lbs.,--,Orthodox,14,9,0
3260,Roman Salazar,El Gallito,"5' 7""",135 lbs.,--,Orthodox,10,6,0
3261,Luis Saldana,,"5' 11""",145 lbs.,"73.0""",Orthodox,16,7,1
3262,John Salgado,Greco,"5' 10""",170 lbs.,--,,4,8,1
3263,Muslim Salikhov,King of Kung Fu,"5' 11""",170 lbs.,"70.0""",Orthodox,19,5,0
3264,Gabriel Salinas-Jones,,"6' 1""",245 lbs.,--,,5,2,1
3265,Brandon Saling,White Steel,"5' 10""",170 lbs.,--,,8,6,0
3266,Quillan Salkilld,,"6' 0""",155 lbs.,"76.0""",Orthodox,4,1,0
3267,Sean Salmon,,"5' 10""",185 lbs.,--,Southpaw,18,21,0
3268,Boston Salmon,Boom Boom,"5' 9""",135 lbs.,"69.0""",Southpaw,6,3,0
3269,John Salter,,"6' 1""",185 lbs.,"74.0""",Southpaw,14,3,0
3270,Vinicius Salvador,,"5' 7""",135 lbs.,"70.0""",Southpaw,14,6,0
3271,Dylan Salvador,,"5' 9""",155 lbs.,"69.0""",Southpaw,5,2,0
3272,Josh Samman,Anqa,"6' 3""",185 lbs.,"79.0""",Orthodox,13,4,0
3273,Johnny Sampaio,,"5' 8""",170 lbs.,--,Orthodox,3,1,0
3274,Josh Sampo,The Gremlin,"5' 4""",125 lbs.,"64.0""",Orthodox,11,5,0
3275,Josh San Diego,JSD,"5' 10""",135 lbs.,--,,8,3,0
3276,Diego Sanchez,Nightmare,"5' 10""",170 lbs.,"72.0""",Southpaw,31,13,0
3277,Eddie Sanchez,The Manic Hispanic,"6' 2""",230 lbs.,"74.0""",Orthodox,15,8,0
3278,Julian Sanchez,,"6' 3""",300 lbs.,--,Orthodox,0,1,0
3279,Bobby Sanchez,The Kid,"5' 7""",155 lbs.,--,Orthodox,10,35,0
3280,Donald Sanchez,,"5' 10""",145 lbs.,--,,31,17,0
3281,Joby Sanchez,,"5' 6""",135 lbs.,"68.0""",Orthodox,11,4,0
3282,Emmanuel Sanchez,El Matador,"5' 9""",145 lbs.,"71.0""",,15,3,0
3283,Erick Sanchez,,"5' 10""",145 lbs.,--,,8,3,0
3284,Andrew Sanchez,El Dirte,"6' 1""",185 lbs.,"74.0""",Orthodox,13,7,0
3285,Robert Sanchez,Littlefury,"5' 6""",125 lbs.,"66.0""",Orthodox,8,2,0
3286,Jesse Sanders,,"6' 0""",170 lbs.,--,Orthodox,23,7,0
3287,Luke Sanders,Cool Hand,"5' 6""",135 lbs.,"67.0""",Southpaw,13,5,0
3288,Jerrod Sanders,J-Reazie,"5' 8""",135 lbs.,"72.0""",Orthodox,16,3,0
3289,Cory Sandhagen,,"5' 11""",135 lbs.,"70.0""",Switch,17,4,0
3290,Hugo Sandoval,,--,135 lbs.,--,,2,3,0
3291,Raul Sandoval,,--,130 lbs.,--,,3,3,0
3292,Joseph Sandoval,,"5' 7""",135 lbs.,--,Southpaw,7,7,0
3293,Hector Sandoval,Kid Alex,"5' 2""",125 lbs.,"64.0""",Orthodox,14,4,0
3294,Chris Sanford,,"5' 11""",185 lbs.,--,Orthodox,5,1,0
3295,Roldan Sangcha'an,The Executioner,"5' 4""",125 lbs.,--,Orthodox,4,2,0
3296,Yuhi Sano,,"5' 11""",243 lbs.,--,Orthodox,0,4,0
3297,Martin Sano,Spartan,"5' 11""",170 lbs.,"75.0""",Orthodox,4,3,1
3298,Jonathan Santa Maria,,"5' 9""",125 lbs.,--,,3,4,0
3299,Duda Santana,Cowboyzinha,"5' 7""",145 lbs.,"73.0""",Orthodox,3,1,0
3300,Shaheen Santana,Shazam,"6' 1""",155 lbs.,"75.0""",Orthodox,6,1,0
3301,Sean Santella,Shorty Rock,"5' 5""",125 lbs.,--,,17,6,1
3302,Jorge Santiago,The Sandman,"6' 1""",170 lbs.,"75.0""",Orthodox,25,12,0
3303,Mike Santiago,,"5' 10""",145 lbs.,"69.0""",Orthodox,19,12,0
3304,Will Santiago,The Brown Bomber,"5' 7""",185 lbs.,--,Orthodox,9,5,0
3305,Richie Santiago,The Milford Mauler,"5' 7""",135 lbs.,"67.0""",Southpaw,7,2,0
3306,Jose Santibanez,,--,155 lbs.,--,,10,3,0
3307,Art Santore,Pachuco,"6' 2""",185 lbs.,--,,18,8,0
3308,Adriano Santos,,--,--,--,,0,1,0
3309,Paulo Santos,,--,--,--,,0,3,0
3310,Evangelista Santos,Cyborg,"5' 10""",170 lbs.,"76.0""",Orthodox,21,18,0
3311,Luis Santos,,"6' 1""",170 lbs.,--,Southpaw,63,10,1
3312,Iliarde Santos,,"5' 5""",125 lbs.,"67.0""",Orthodox,30,13,1
3313,Leonardo Santos,,"6' 0""",155 lbs.,"75.0""",Orthodox,18,7,1
3314,Thiago Santos,Marreta,"6' 2""",205 lbs.,"76.0""",Orthodox,22,11,0
3315,Bruno Santos,Carioca,"5' 9""",185 lbs.,--,Orthodox,15,2,0
3316,Andre Santos,Chatuba,"6' 0""",170 lbs.,--,,38,10,0
3317,Gleristone Santos,Toninho Furia,"5' 9""",145 lbs.,--,,33,7,0
3318,Yana Santos,,"5' 6""",135 lbs.,"68.0""",Orthodox,14,8,0
3319,Taila Santos,,"5' 6""",125 lbs.,"68.0""",Orthodox,19,3,0
3320,Marilia Santos,Chocolate,"5' 4""",125 lbs.,--,Orthodox,10,3,0
3321,Edivan Santos,Pe De Sapo,"6' 4""",248 lbs.,"78.0""",Orthodox,12,3,1
3322,Daniel Santos,Willycat,"5' 7""",135 lbs.,"67.0""",Orthodox,12,2,0
3323,Gabriel Santos,Mosquitinho,"5' 9""",145 lbs.,"70.0""",Orthodox,10,2,0
3324,Luana Santos,,"5' 6""",135 lbs.,"67.0""",Orthodox,7,1,0
3325,Djorden Santos,Shakur,--,185 lbs.,--,,9,1,0
3326,Nick Sanzo,,"5' 9""",190 lbs.,--,,1,1,0
3327,Bob Sapp,The Beast,"6' 5""",350 lbs.,--,Orthodox,11,20,0
3328,Daniel Sarafian,,"5' 9""",185 lbs.,"73.0""",Orthodox,10,6,0
3329,Jeka Saragih,,"5' 8""",145 lbs.,"69.0""",Orthodox,14,3,0
3330,Diego Saraiva,The Octopus,"5' 6""",155 lbs.,--,Orthodox,22,20,1
